Phone Number,International Plan,Voice mail Plan,Account Length,Total day Charge,Number Customer Service calls,Churn,State,churn_probability,predicted_churn,risk_tier
 366-1084, no, no,134,50.32,0,Yes,WY,0.91,Yes,Critical
 352-4182, no, yes,123,36.09,3,No,LA,0.03,No,Low
 368-5628, no, no,124,39.85,3,No,NV,0.04,No,Low
 333-8996, no, no,133,30.06,2,No,WV,0.01,No,Low
 353-2557, no, yes,185,26.74,0,No,AR,0.01,No,Low
 356-8621, no, yes,1,24.92,1,No,SC,0.03,No,Low
 354-6942, no, no,107,44.29,1,No,KS,0.01,No,Low
 377-9829, no, yes,91,24.84,1,No,NY,0.05,No,Low
 348-4660, yes, no,178,21.17,2,Yes,MI,0.84,Yes,Critical
 410-5199, no, no,123,35.6,1,No,MA,0.03,No,Low
 397-6542, no, no,170,48.57,1,Yes,UT,0.9,Yes,Critical
 333-4492, no, no,135,32.45,1,No,HI,0.03,No,Low
 405-9573, no, no,85,24.55,1,No,PA,0.01,No,Low
 359-7255, no, yes,134,35.5,2,No,OR,0.06,No,Low
 419-5501, no, yes,148,13.19,1,No,TN,0.02,No,Low
 404-4809, no, no,93,46.09,1,Yes,CT,0.83,Yes,Critical
 344-6334, no, no,138,40.94,0,No,AZ,0.04,No,Low
 400-1899, no, no,159,19.52,0,No,OR,0.05,No,Low
 346-5053, no, yes,103,23.6,1,No,DE,0.02,No,Low
 398-2148, no, yes,150,35.67,0,No,MA,0.02,No,Low
 347-7675, no, no,37,22.93,3,No,CT,0.06,No,Low
 411-8956, yes, no,33,27.88,0,No,AR,0.1,No,Low
 390-3761, no, no,55,41.74,1,No,SD,0.05,No,Low
 377-3876, no, yes,134,13.65,0,No,CT,0.04,No,Low
 345-2476, no, no,107,15.42,2,No,CT,0.03,No,Low
 337-7879, no, yes,80,32.35,1,No,MA,0.04,No,Low
 361-7283, no, no,78,18.46,1,Yes,MS,0.04,No,Low
 372-4868, no, yes,85,15.27,4,Yes,MT,0.5,No,Medium
 346-8863, no, yes,61,42.91,2,No,AK,0.03,No,Low
 390-5267, no, yes,97,31.18,5,No,DE,0.21,No,Low
 392-1547, yes, no,136,31.18,2,No,OH,0.04,No,Low
 340-8177, no, no,135,26.38,3,No,MN,0.03,No,Low
 383-4802, no, yes,87,28.19,1,No,CA,0.06,No,Low
 378-8567, no, no,165,35.6,0,No,OH,0.07,No,Low
 406-7844, no, no,148,47.48,2,Yes,NV,0.96,Yes,Critical
 402-9173, no, no,99,29.6,2,No,SC,0.0,No,Low
 352-3440, no, no,123,29.87,2,No,WV,0.0,No,Low
 363-1413, yes, no,127,43.61,1,No,NM,0.14,No,Low
 394-8861, no, no,151,28.93,0,No,WY,0.03,No,Low
 358-4036, no, no,185,23.73,1,No,CA,0.03,No,Low
 392-4680, no, yes,65,35.5,4,No,KS,0.14,No,Low
 354-2762, no, no,58,35.72,4,No,WY,0.08,No,Low
 371-5811, no, no,104,19.31,2,No,OK,0.0,No,Low
 387-2014, no, no,44,34.44,0,No,UT,0.09,No,Low
 411-6598, no, no,58,29.65,4,No,MA,0.08,No,Low
 355-9356, no, no,108,35.8,0,No,UT,0.01,No,Low
 406-4720, no, no,132,20.66,1,No,MN,0.02,No,Low
 356-7239, no, no,80,21.73,2,No,NE,0.0,No,Low
 328-8747, no, no,162,22.98,2,No,OH,0.03,No,Low
 388-9464, no, no,110,16.9,2,No,KY,0.08,No,Low
 406-2866, no, no,96,47.07,1,Yes,WA,0.96,Yes,Critical
 333-5729, no, no,168,27.78,2,Yes,NY,0.62,Yes,High
 391-1499, no, no,72,48.86,4,Yes,IN,0.93,Yes,Critical
 386-8690, no, yes,125,20.49,1,No,CO,0.02,No,Low
 391-2231, no, no,170,31.3,2,No,DC,0.03,No,Low
 332-2275, no, no,71,31.45,3,No,AK,0.0,No,Low
 340-4028, no, no,124,27.35,1,No,SC,0.05,No,Low
 363-3486, no, no,68,35.29,2,No,KS,0.02,No,Low
 418-3181, no, no,97,35.56,1,No,UT,0.01,No,Low
 351-3316, yes, no,98,26.93,1,No,IL,0.1,No,Low
 369-3626, no, no,24,25.33,2,Yes,DC,0.02,No,Low
 353-2763, no, no,136,34.77,0,No,DC,0.0,No,Low
 358-7165, no, no,44,49.1,0,Yes,OK,0.75,Yes,Critical
 353-3223, no, yes,96,18.46,0,No,KY,0.01,No,Low
 338-9044, no, no,31,16.58,1,No,NE,0.03,No,Low
 341-7296, no, no,72,28.31,0,No,AL,0.01,No,Low
 398-4431, no, no,24,26.55,1,No,HI,0.01,No,Low
 408-5601, no, yes,112,38.28,4,No,SC,0.07,No,Low
 328-5188, yes, no,117,48.86,1,Yes,GA,0.89,Yes,Critical
 329-4474, no, yes,137,29.8,0,No,KS,0.01,No,Low
 357-4573, no, no,136,17.36,0,No,PA,0.04,No,Low
 341-7112, no, no,95,26.84,0,No,UT,0.06,No,Low
 400-3147, no, yes,82,24.91,1,No,OR,0.02,No,Low
 378-1936, no, no,145,41.79,1,Yes,ND,0.88,Yes,Critical
 347-1640, yes, no,56,30.21,1,No,KY,0.06,No,Low
 374-9531, yes, no,155,42.64,2,No,MN,0.08,No,Low
 380-4374, no, no,133,20.03,0,Yes,OH,0.62,Yes,High
 380-9409, no, no,53,20.35,2,No,TX,0.03,No,Low
 387-1116, no, no,123,41.17,5,Yes,WY,0.79,Yes,Critical
 400-7509, no, no,136,27.78,7,No,GA,0.14,No,Low
 403-6225, no, no,57,27.37,3,No,TX,0.01,No,Low
 382-8274, no, no,62,21.88,1,No,WV,0.03,No,Low
 354-5764, no, no,112,13.87,1,No,NM,0.05,No,Low
 387-6912, no, yes,55,35.31,1,No,MI,0.0,No,Low
 384-3413, no, no,95,21.86,6,Yes,NC,0.89,Yes,Critical
 367-3950, no, no,125,39.66,1,No,NY,0.01,No,Low
 396-4254, no, no,1,30.96,5,Yes,TX,0.91,Yes,Critical
 333-3010, no, yes,98,28.56,6,Yes,KY,0.85,Yes,Critical
 393-1891, no, no,105,42.77,1,No,SD,0.01,No,Low
 336-9053, no, yes,113,31.25,0,No,ID,0.02,No,Low
 353-3372, no, no,99,43.59,3,Yes,OR,0.82,Yes,Critical
 386-8943, no, no,103,30.63,1,No,WI,0.0,No,Low
 376-9716, no, no,177,38.73,1,No,WV,0.01,No,Low
 370-8676, no, yes,149,25.13,0,No,SC,0.03,No,Low
 360-2329, no, no,160,39.93,1,Yes,CT,0.91,Yes,Critical
 360-1320, no, no,116,18.85,2,No,NV,0.03,No,Low
 329-8638, no, yes,90,21.17,1,No,ND,0.0,No,Low
 385-1118, yes, no,148,39.7,0,Yes,MI,0.89,Yes,Critical
 408-8269, no, yes,147,33.54,2,Yes,MT,0.64,Yes,High
 391-2334, no, no,95,9.89,0,No,NE,0.01,No,Low
 373-8900, no, no,201,36.16,1,No,UT,0.01,No,Low
 382-3512, no, no,80,25.76,0,No,WV,0.01,No,Low
 420-4089, yes, no,122,24.87,1,No,AR,0.07,No,Low
 406-8465, no, no,132,33.17,0,No,MT,0.03,No,Low
 386-6114, no, no,83,35.51,1,No,UT,0.03,No,Low
 413-9328, no, no,99,23.07,7,Yes,HI,0.87,Yes,Critical
 335-7144, no, no,84,38.4,3,Yes,KS,0.82,Yes,Critical
 414-5177, no, no,46,20.77,1,No,NY,0.0,No,Low
 350-5993, no, no,87,26.06,2,No,OH,0.04,No,Low
 370-1465, no, no,150,36.38,1,No,HI,0.03,No,Low
 385-2370, no, no,73,33.12,1,No,KS,0.02,No,Low
 358-9146, no, no,7,35.14,3,No,IN,0.02,No,Low
 357-8515, no, yes,89,31.96,2,No,OR,0.02,No,Low
 406-8995, yes, no,131,20.79,3,Yes,NY,0.94,Yes,Critical
 344-3145, no, no,105,44.08,3,No,VA,0.13,No,Low
 341-9890, yes, no,108,19.57,2,Yes,MI,0.93,Yes,Critical
 365-4387, no, yes,47,29.39,1,No,ID,0.01,No,Low
 375-3341, yes, no,101,26.59,1,No,MO,0.11,No,Low
 418-3096, no, yes,182,21.78,1,No,AL,0.03,No,Low
 378-3879, no, no,161,33.42,1,No,OR,0.02,No,Low
 344-1362, no, no,128,38.74,1,Yes,VT,0.37,No,Medium
 419-3937, no, yes,69,33.13,2,No,AZ,0.03,No,Low
 348-4961, no, yes,113,7.63,1,No,VA,0.0,No,Low
 329-1410, no, yes,87,44.68,0,No,PA,0.02,No,Low
 332-9896, no, no,71,35.9,0,No,CO,0.02,No,Low
 407-8575, no, no,76,34.68,1,No,KY,0.0,No,Low
 387-2799, no, no,87,37.94,3,No,NJ,0.04,No,Low
 373-9108, no, no,117,20.23,1,No,IL,0.06,No,Low
 345-3947, no, no,177,45.24,3,Yes,WA,0.9,Yes,Critical
 356-7511, no, no,95,22.85,1,No,WV,0.0,No,Low
 343-4516, no, no,76,29.09,1,No,RI,0.0,No,Low
 408-6305, no, no,66,28.99,2,No,OH,0.04,No,Low
 338-7305, no, no,110,30.35,1,No,MO,0.0,No,Low
 401-3077, no, no,204,34.88,3,No,MD,0.04,No,Low
 401-6977, no, yes,32,39.58,0,No,OH,0.02,No,Low
 385-1464, no, yes,133,40.78,5,No,VA,0.02,No,Low
 417-5034, no, no,185,9.45,2,No,FL,0.01,No,Low
 420-7066, no, yes,103,26.1,1,No,CO,0.0,No,Low
 394-8256, no, no,91,18.67,1,No,NY,0.01,No,Low
 362-5044, no, no,131,33.34,2,No,WV,0.01,No,Low
 350-2075, no, no,153,28.36,0,No,LA,0.06,No,Low
 343-5372, no, yes,132,19.24,2,No,MA,0.04,No,Low
 377-9520, no, no,148,34.51,1,No,UT,0.02,No,Low
 391-6773, no, no,141,41.28,5,No,AL,0.07,No,Low
 403-4442, no, no,105,26.61,2,No,ME,0.01,No,Low
 379-5885, no, no,169,45.34,3,Yes,TX,0.84,Yes,Critical
 399-1021, no, yes,127,30.94,1,No,ND,0.0,No,Low
 342-4004, no, no,57,14.6,0,No,CO,0.01,No,Low
 382-7659, no, yes,123,24.92,0,No,LA,0.03,No,Low
 342-1004, no, yes,103,18.79,4,Yes,MT,0.49,No,Medium
 398-5851, no, no,101,20.16,1,No,OR,0.04,No,Low
 396-4869, no, yes,123,33.59,2,No,NH,0.01,No,Low
 422-8333, no, yes,78,35.75,6,No,NE,0.08,No,Low
 367-9127, no, yes,101,37.45,4,No,WV,0.03,No,Low
 420-3028, no, no,129,25.5,1,No,NV,0.03,No,Low
 357-6348, no, yes,67,27.49,0,No,MA,0.0,No,Low
 386-1131, no, no,37,32.54,3,No,MI,0.01,No,Low
 349-8391, yes, no,64,24.94,3,No,KY,0.08,No,Low
 421-1484, no, no,173,18.6,1,No,WV,0.01,No,Low
 414-2663, no, no,135,24.5,1,No,KY,0.04,No,Low
 327-6989, no, yes,75,42.31,1,No,NJ,0.05,No,Low
 405-5513, no, no,88,14.57,4,Yes,ME,0.92,Yes,Critical
 345-9168, no, no,112,36.52,3,No,TX,0.01,No,Low
 417-5146, no, no,113,27.01,0,No,MN,0.01,No,Low
 339-2792, no, yes,121,18.7,2,No,VA,0.0,No,Low
 345-8397, no, no,70,25.98,1,No,DC,0.02,No,Low
 344-6404, no, no,90,24.75,0,No,MD,0.01,No,Low
 417-9455, no, no,39,15.86,0,No,RI,0.03,No,Low
 343-1009, no, no,142,36.86,0,No,MA,0.03,No,Low
 365-3493, no, no,176,34.32,1,No,MD,0.02,No,Low
 376-7043, no, no,105,24.89,1,No,NM,0.01,No,Low
 348-5728, no, no,57,46.36,2,Yes,MN,0.9,Yes,Critical
 357-5784, no, no,110,3.21,1,No,MI,0.04,No,Low
 417-9844, no, no,88,29.38,2,No,AZ,0.0,No,Low
 333-7225, no, no,95,32.33,0,No,AL,0.01,No,Low
 382-4943, no, no,147,22.2,3,No,MI,0.02,No,Low
 345-4589, no, no,101,26.93,4,Yes,SC,0.81,Yes,Critical
 404-6337, no, no,115,28.31,1,No,MS,0.02,No,Low
 412-1470, no, no,103,21.98,2,No,MS,0.02,No,Low
 394-9220, no, no,82,33.88,0,No,CA,0.02,No,Low
 364-5362, no, no,141,31.47,0,No,MD,0.05,No,Low
 372-9852, no, no,149,29.82,2,No,ND,0.01,No,Low
 394-9984, no, no,131,44.78,2,No,IL,0.04,No,Low
 402-1668, no, no,119,16.01,1,No,SD,0.0,No,Low
 339-5659, no, no,112,32.2,3,No,AL,0.01,No,Low
 341-7279, no, yes,116,20.06,2,No,NV,0.05,No,Low
 371-3236, no, no,94,36.06,3,No,LA,0.07,No,Low
 343-5679, no, no,90,37.74,2,No,VA,0.02,No,Low
 347-4626, no, yes,114,37.88,0,No,DE,0.0,No,Low
 344-8498, no, yes,63,32.3,1,No,CT,0.04,No,Low
 349-3005, no, no,130,46.21,4,Yes,CO,0.82,Yes,Critical
 371-3498, no, yes,122,33.22,3,No,MA,0.0,No,Low
 367-4853, no, no,166,33.93,3,No,OR,0.0,No,Low
 422-3454, no, no,62,17.0,0,No,WA,0.03,No,Low
 403-8915, no, yes,78,27.3,2,No,SC,0.01,No,Low
 371-2418, no, yes,148,26.98,1,No,IN,0.02,No,Low
 411-2977, no, no,154,26.27,3,Yes,MD,0.69,Yes,High
 389-8163, no, yes,110,32.69,1,No,NV,0.05,No,Low
 417-4456, no, no,75,51.87,0,Yes,TX,0.9,Yes,Critical
 351-1894, no, yes,84,32.81,2,No,ND,0.01,No,Low
 386-6408, no, no,113,12.33,1,No,WV,0.01,No,Low
 370-9592, no, yes,181,17.88,2,No,CO,0.03,No,Low
 397-9251, no, no,51,30.69,2,No,TX,0.01,No,Low
 395-6913, no, yes,102,36.5,0,No,FL,0.05,No,Low
 332-3804, no, no,107,14.76,1,No,AL,0.03,No,Low
 421-1326, no, no,88,22.36,5,Yes,WV,0.92,Yes,Critical
 415-8200, no, no,82,23.02,0,No,MI,0.02,No,Low
 371-9414, no, no,204,29.63,6,No,NY,0.26,No,Low
 347-3895, no, no,130,34.66,3,No,MS,0.01,No,Low
 342-5854, no, no,174,40.04,0,No,MO,0.04,No,Low
 379-7192, no, no,129,26.69,2,No,AR,0.01,No,Low
 394-5753, yes, no,190,19.02,3,No,MS,0.06,No,Low
 390-6932, yes, no,54,40.17,3,No,NY,0.04,No,Low
 394-3171, no, no,78,27.81,0,No,SD,0.01,No,Low
 394-5202, no, yes,100,36.31,1,No,AK,0.01,No,Low
 348-3777, no, yes,70,24.38,3,No,WV,0.0,No,Low
 407-3949, no, no,111,13.31,1,No,SC,0.01,No,Low
 363-4779, no, no,117,16.51,1,No,VA,0.02,No,Low
 340-2239, no, no,68,16.0,0,No,MS,0.01,No,Low
 359-3423, no, no,27,38.47,2,Yes,SD,0.76,Yes,Critical
 382-9297, no, no,91,22.75,1,No,MN,0.0,No,Low
 330-9294, no, yes,181,32.35,1,No,AL,0.01,No,Low
 362-8763, no, yes,118,50.13,3,No,CO,0.01,No,Low
 403-4816, no, no,112,31.52,2,No,ME,0.01,No,Low
 371-2155, no, no,93,30.52,0,No,GA,0.0,No,Low
 334-1339, no, no,102,26.86,0,No,AZ,0.02,No,Low
 341-7412, no, no,93,29.41,0,No,MA,0.02,No,Low
 375-4770, no, yes,107,22.81,1,No,AZ,0.02,No,Low
 406-7643, no, yes,100,21.28,3,No,IN,0.03,No,Low
 415-8164, no, no,115,33.3,2,No,DE,0.02,No,Low
 354-3545, no, yes,63,36.41,0,No,WI,0.0,No,Low
 377-3139, no, no,57,37.59,0,No,ME,0.08,No,Low
 418-7478, no, yes,119,22.44,1,No,DC,0.03,No,Low
 385-6952, no, no,73,26.79,1,No,GA,0.07,No,Low
 381-8593, no, yes,98,18.75,2,No,HI,0.01,No,Low
 365-9371, yes, no,139,27.46,0,No,VA,0.03,No,Low
 401-7335, no, yes,31,29.21,1,No,NY,0.0,No,Low
 364-5126, no, yes,129,35.87,1,No,PA,0.0,No,Low
 385-7157, no, no,115,23.68,7,Yes,AR,0.96,Yes,Critical
 385-4766, no, no,108,49.57,2,Yes,HI,0.84,Yes,Critical
 390-1760, no, no,139,23.63,0,No,DE,0.01,No,Low
 365-8831, no, no,102,39.92,4,No,WV,0.03,No,Low
 353-4002, no, no,149,31.89,1,No,OK,0.0,No,Low
 367-5923, no, no,113,27.17,2,No,OR,0.01,No,Low
 393-9548, no, yes,131,30.11,1,No,ND,0.0,No,Low
 362-2356, no, no,83,20.04,0,No,MO,0.01,No,Low
 365-2341, no, yes,96,42.09,2,No,AR,0.02,No,Low
 388-8797, no, no,98,28.88,1,No,GA,0.04,No,Low
 400-4713, no, no,3,31.45,3,No,TN,0.08,No,Low
 420-3042, no, yes,77,34.83,0,No,MA,0.0,No,Low
 396-4171, no, yes,75,38.34,3,No,ND,0.01,No,Low
 389-8417, no, no,40,28.85,4,Yes,IA,0.8,Yes,Critical
 339-4068, no, no,108,40.68,0,No,NJ,0.06,No,Low
 341-4873, no, no,100,19.26,4,Yes,MT,0.84,Yes,Critical
 336-2322, no, no,16,27.52,3,No,AL,0.01,No,Low
 402-1607, no, yes,115,22.66,2,No,NY,0.0,No,Low
 379-3037, no, yes,108,29.02,3,No,PA,0.0,No,Low
 382-1399, no, no,107,32.25,5,No,VT,0.08,No,Low
 394-5489, no, no,161,54.79,2,Yes,NC,0.89,Yes,Critical
 387-6065, no, no,147,21.15,2,No,CT,0.04,No,Low
 327-6087, no, no,107,24.97,3,No,MO,0.0,No,Low
 341-8667, no, no,120,32.74,1,No,WV,0.01,No,Low
 338-9612, no, yes,107,16.37,1,No,NJ,0.05,No,Low
 364-1134, no, no,58,22.42,3,No,AK,0.01,No,Low
 413-4811, no, no,91,25.02,2,No,LA,0.01,No,Low
 354-4333, no, no,13,24.33,2,No,AL,0.01,No,Low
 382-2026, no, no,104,47.67,5,No,IN,0.25,No,Low
 368-3287, no, yes,93,40.32,1,No,MA,0.0,No,Low
 367-8298, no, no,95,31.31,2,No,DE,0.02,No,Low
 391-1783, no, no,104,18.55,3,No,SC,0.03,No,Low
 393-8762, no, no,35,23.48,5,Yes,NH,0.91,Yes,Critical
 385-1423, no, no,62,31.76,3,No,LA,0.01,No,Low
 406-7670, no, no,143,26.42,1,No,MS,0.05,No,Low
 339-5423, no, no,62,41.7,4,No,NM,0.08,No,Low
 366-8939, yes, no,60,35.0,0,Yes,WA,0.91,Yes,Critical
 353-2391, no, no,41,35.22,1,No,SC,0.04,No,Low
 372-4203, no, yes,34,25.76,2,No,MT,0.02,No,Low
 385-5688, no, no,56,37.72,0,Yes,ME,0.72,Yes,High
 397-7453, no, no,183,32.3,1,No,NM,0.03,No,Low
 366-9015, no, no,94,37.54,2,No,AZ,0.02,No,Low
 356-1654, no, yes,73,29.53,2,No,CT,0.02,No,Low
 337-3932, no, no,123,19.52,2,No,IL,0.02,No,Low
 350-1126, no, no,64,19.35,3,No,IN,0.1,No,Low
 416-3649, yes, no,127,24.34,4,Yes,AR,0.89,Yes,Critical
 349-1726, no, no,33,31.35,3,No,RI,0.0,No,Low
 405-1589, no, no,27,38.66,1,No,ND,0.12,No,Low
 366-7560, no, no,123,38.08,0,No,NH,0.04,No,Low
 333-9643, no, no,148,36.75,2,No,NV,0.12,No,Low
 355-6422, no, no,81,22.08,0,No,UT,0.0,No,Low
 329-5400, no, yes,122,39.12,2,No,NC,0.0,No,Low
 383-6356, no, no,52,34.75,1,No,MI,0.03,No,Low
 377-7276, no, yes,91,36.82,1,No,WI,0.02,No,Low
 337-1586, no, no,54,42.08,2,Yes,AR,0.73,Yes,High
 336-9273, no, no,152,38.78,1,No,NH,0.02,No,Low
 415-5476, no, no,201,38.4,1,Yes,TX,0.89,Yes,Critical
 332-2650, no, no,78,17.6,4,Yes,ID,0.9,Yes,Critical
 418-8257, no, no,67,19.64,0,No,CT,0.02,No,Low
 407-3121, no, no,100,37.2,1,No,NH,0.0,No,Low
 381-2413, no, no,41,38.05,3,No,WY,0.04,No,Low
 378-1144, no, no,133,24.45,3,No,OR,0.03,No,Low
 359-5091, no, yes,36,5.08,2,No,SC,0.05,No,Low
 378-6986, no, yes,51,47.04,0,No,MD,0.01,No,Low
 386-6580, no, no,122,24.04,0,No,NY,0.01,No,Low
 419-9713, no, yes,84,26.16,1,No,NM,0.02,No,Low
 382-6153, no, no,91,32.39,0,No,LA,0.07,No,Low
 332-1690, no, no,110,32.74,1,No,UT,0.0,No,Low
 348-9383, yes, no,91,25.81,1,No,AL,0.05,No,Low
 420-3857, no, no,121,36.65,5,No,DE,0.08,No,Low
 405-2653, no, no,109,30.6,3,No,WV,0.01,No,Low
 417-9278, no, no,95,26.74,2,No,KY,0.03,No,Low
 352-5663, no, no,72,33.41,0,No,NC,0.0,No,Low
 370-8786, no, no,73,40.85,0,No,WV,0.03,No,Low
 415-6333, no, no,108,32.86,3,No,AZ,0.01,No,Low
 391-6558, no, yes,58,36.02,1,No,WV,0.01,No,Low
 396-4234, yes, no,148,37.18,1,No,ND,0.23,No,Low
 345-6961, yes, no,76,41.96,0,Yes,WA,0.91,Yes,Critical
 346-5992, no, no,103,29.7,6,Yes,ID,0.74,Yes,High
 402-3908, no, no,87,40.8,0,Yes,CT,0.71,Yes,High
 350-2340, no, yes,35,30.8,2,No,OK,0.01,No,Low
 410-2015, no, no,88,19.33,1,No,IA,0.05,No,Low
 380-3311, no, yes,67,29.7,0,No,NE,0.05,No,Low
 399-7029, no, yes,77,35.89,2,No,ID,0.02,No,Low
 337-3868, no, no,124,28.78,1,No,OR,0.05,No,Low
 354-8088, no, no,30,42.06,0,No,SD,0.38,No,Medium
 416-9723, no, yes,53,22.3,2,No,DE,0.04,No,Low
 337-4403, no, no,152,27.44,1,No,WA,0.16,No,Low
 416-1536, yes, no,100,18.22,1,No,CT,0.23,No,Low
 386-3796, no, yes,59,36.02,1,No,MN,0.01,No,Low
 340-4989, no, no,143,27.27,3,No,WA,0.03,No,Low
 340-6221, no, yes,142,39.22,1,No,PA,0.03,No,Low
 363-3469, no, no,105,39.54,1,No,ID,0.06,No,Low
 345-3787, no, no,111,50.1,1,Yes,MS,0.96,Yes,Critical
 362-3107, no, no,143,22.68,1,No,WA,0.03,No,Low
 345-1994, no, yes,93,52.05,0,No,DC,0.02,No,Low
 377-5417, no, no,79,40.26,2,No,KY,0.03,No,Low
 369-8574, yes, yes,68,21.37,3,Yes,OH,0.91,Yes,Critical
 344-6847, yes, no,93,28.63,1,No,TN,0.07,No,Low
 391-7528, no, no,103,12.05,2,No,ID,0.14,No,Low
 393-6053, no, yes,144,17.85,0,No,WV,0.0,No,Low
 392-6286, no, no,93,25.86,1,No,WI,0.0,No,Low
 365-9079, yes, no,149,30.75,3,No,OK,0.01,No,Low
 399-3089, no, yes,23,26.62,1,No,WV,0.01,No,Low
 365-2192, no, yes,221,30.69,0,No,SD,0.03,No,Low
 394-3051, no, yes,164,40.6,1,No,KS,0.03,No,Low
 357-2429, no, yes,104,30.96,2,No,NC,0.02,No,Low
 421-6268, no, yes,150,23.73,2,No,NY,0.04,No,Low
 401-5915, no, yes,184,34.05,0,No,WI,0.03,No,Low
 348-6057, no, no,88,26.1,1,No,SC,0.0,No,Low
 349-3843, yes, yes,61,21.79,3,No,UT,0.03,No,Low
 396-5561, no, no,110,27.12,2,No,NC,0.07,No,Low
 370-9622, no, no,115,38.49,3,Yes,IN,0.84,Yes,Critical
 371-9602, no, no,33,42.82,2,No,AR,0.1,No,Low
 351-2815, no, no,100,44.97,2,Yes,ME,0.83,Yes,Critical
 369-8703, no, no,209,26.13,0,No,NY,0.03,No,Low
 355-2840, no, no,27,39.46,5,No,OR,0.07,No,Low
 372-1115, no, no,117,34.32,1,No,IL,0.0,No,Low
 337-2986, no, no,87,31.77,1,No,MA,0.0,No,Low
 404-3238, no, yes,129,33.42,1,No,CT,0.0,No,Low
 397-4968, no, no,142,39.46,1,No,WI,0.01,No,Low
 327-1058, no, no,112,28.22,0,No,OK,0.03,No,Low
 419-9509, no, yes,75,34.1,1,No,DE,0.0,No,Low
 349-7282, no, yes,97,23.97,3,No,AZ,0.0,No,Low
 382-5743, no, yes,121,41.65,0,No,AK,0.02,No,Low
 358-2694, yes, no,142,23.94,1,No,MI,0.05,No,Low
 378-1884, no, no,121,43.37,3,Yes,WA,0.87,Yes,Critical
 330-1627, no, yes,87,21.25,2,No,SD,0.01,No,Low
 392-5716, no, no,34,30.7,1,No,SD,0.18,No,Low
 384-6132, yes, no,177,42.28,1,Yes,AK,0.84,Yes,Critical
 359-2740, no, yes,58,30.28,0,No,MA,0.01,No,Low
 338-6714, yes, no,113,20.77,5,Yes,AR,0.85,Yes,Critical
 347-9968, no, no,101,39.32,1,No,KS,0.01,No,Low
 343-3399, no, no,89,18.9,3,No,OR,0.0,No,Low
 334-6129, yes, yes,77,17.54,0,Yes,NC,0.86,Yes,Critical
 377-4975, no, no,146,23.53,4,Yes,OK,0.9,Yes,Critical
 405-3533, no, no,93,24.87,0,No,NJ,0.04,No,Low
 337-9326, no, no,160,35.07,0,No,OH,0.0,No,Low
 338-6556, no, no,55,22.44,0,No,NM,0.15,No,Low
 354-3040, no, no,88,46.68,2,No,OH,0.09,No,Low
 396-1278, no, no,63,31.5,0,No,MI,0.0,No,Low
 354-6810, no, yes,127,26.32,1,No,KS,0.0,No,Low
 403-6237, no, yes,57,30.46,1,No,IL,0.04,No,Low
 411-6823, yes, no,138,48.65,2,Yes,RI,0.83,Yes,Critical
 338-1400, no, no,115,45.56,3,No,AR,0.25,No,Low
 412-6245, no, no,171,23.38,2,No,NY,0.01,No,Low
 377-3417, no, no,148,41.31,2,No,WY,0.13,No,Low
 343-2597, no, no,127,22.93,1,No,NC,0.03,No,Low
 388-8282, no, no,61,39.81,1,No,OR,0.07,No,Low
 416-8394, no, no,131,29.77,1,No,VT,0.0,No,Low
 343-6643, no, no,88,24.17,1,No,SD,0.02,No,Low
 330-4364, no, no,130,22.51,2,No,DC,0.01,No,Low
 414-1537, no, yes,89,16.63,0,No,RI,0.01,No,Low
 408-1913, no, no,82,45.37,3,Yes,ID,0.95,Yes,Critical
 406-5532, no, yes,138,26.38,3,No,OK,0.0,No,Low
 417-7722, no, no,115,34.03,1,No,MN,0.01,No,Low
 367-5226, no, no,84,49.15,2,Yes,WA,0.93,Yes,Critical
 344-5766, yes, no,117,33.73,1,No,WV,0.04,No,Low
 405-1370, no, no,60,30.65,2,No,NH,0.02,No,Low
 368-9073, no, no,62,14.67,2,No,WI,0.09,No,Low
 373-7974, no, no,133,50.15,2,Yes,MD,0.99,Yes,Critical
 371-4633, no, no,131,40.95,3,No,IN,0.07,No,Low
 336-4960, no, no,65,35.31,1,No,IN,0.04,No,Low
 405-5083, no, yes,120,21.85,1,No,NY,0.01,No,Low
 392-1105, no, yes,142,38.15,1,No,OR,0.03,No,Low
 378-2397, no, no,134,28.03,2,No,OK,0.01,No,Low
 331-4184, no, no,87,40.46,2,No,WI,0.01,No,Low
 376-2408, no, yes,139,39.27,2,No,NJ,0.05,No,Low
 345-3614, no, no,76,18.24,4,Yes,AR,0.84,Yes,Critical
 370-9296, no, no,100,31.45,1,No,UT,0.02,No,Low
 402-5076, no, yes,99,41.5,3,No,DC,0.06,No,Low
 401-7334, no, no,99,40.53,3,No,AK,0.13,No,Low
 409-3428, no, yes,48,23.99,1,No,AZ,0.02,No,Low
 362-2067, no, no,57,26.88,0,No,KS,0.01,No,Low
 352-2270, no, yes,106,37.42,0,No,OH,0.03,No,Low
 404-5840, no, yes,170,33.92,4,Yes,KS,0.71,Yes,High
 360-3126, no, no,78,18.62,1,No,SC,0.03,No,Low
 364-8731, no, no,39,31.82,1,No,TN,0.01,No,Low
 388-4331, no, no,127,18.34,0,No,CA,0.04,No,Low
 335-7324, yes, yes,119,29.26,1,Yes,MI,0.92,Yes,Critical
 362-8886, no, no,114,34.65,1,No,IN,0.01,No,Low
 410-4882, no, no,95,27.2,0,No,RI,0.0,No,Low
